                                                  review  stars
550    "Total garbage. Absolutely disgusting. Very ex...    1.0
551    "oh south side bars, you are so sneaky! from t...    4.0
552    "This place is amazing! The only down side is ...    4.0
553    "Had the tempura shrimp entrée--nicely cooked,...    4.0
554    "Just left a very delicious dinner at Gates & ...    5.0
555    "CHEAP sushi. This is a tiny take out joint wi...    4.0
556    "This restaurant has a very welcoming and casu...    5.0
557    "Delicious burgers but why don't they indicate...    4.0
558    "We've been here several times for breakfast a...    4.0
559    "On the way to a concert at the ACC we were ha...    3.0
560    "This place impressed me. It is in kind of a b...    5.0
561    "I'm not giving five stars because I haven't b...    5.0
562    "I'm loving the evening menu, Water Chestnut. ...    5.0
563    "I've been to the Pizza Brutta on Monroe St ma...    4.0
564    "I just had a delicious breakfast! Shortstack ...    5.0
565    "My brother and his wife were staying just up ...    4.0
566    "Pretty good food, although its kinda loud ins...    3.0
567    "Confession: I did not eat here. After viewing...    1.0
568    "Gyu-Kaku has been on my radar for the last li...    3.0
569    "Nook was pretty awesome. I'm excited that it'...    4.0
570    "Went here this past weekend with about 12-15 ...    2.0
571    "Awesome, awesome ribs!!! It looks like a dive...    5.0
572    "I have been a fan of Pita Jungle for 10 years...    5.0
573    "This place only serves breakfast and lunch bu...    5.0
574    "I dont understand all the bad reviews. . I li...    4.0
575    "Was pretty good. The large is really big not ...    4.0
576    "My daughter's absolute favorite sub shop -- i...    5.0
577    "Jose and James are Awesome! Stop in and u wil...    5.0
578    "I love Nora's :) the food is wonderful. But I...    5.0
579    "My new favorite pizza place on this side of t...    5.0
580    "Loved it! I split a buffalo chicken tenders b...    5.0
581    "I wish I had checked with yelp earlier before...    1.0
582    "Pretty good food, the pasta salad was ok - bu...    4.0
583    "Takes forever to get your order. Stuff they d...    1.0
584    "My second favorite ramen place in Vegas. The ...    5.0
585    "My friend and I had a voucher to try this pla...    4.0
586    "I love this place. I have gotten many of the ...    5.0
587    "We booked our room at MGM and they threw in f...    3.0
588    "Great burgers and loaded fries topped off wit...    5.0
589    "My husband and I came here at 5 on a Sunday n...    4.0
590    "I love you Postinos.  I am so happy we have y...    5.0
591    "3.5 for brunch - beautiful space and good ser...    4.0
592    "So you don't like smoked meats?  Me either.  ...    4.0
593    "The ambiance is trendy and the food is very f...    5.0
594    "I love this place. The food is always excelle...    5.0
595    "I love Thai Basil because the portions are gr...    4.0
596    "Second time I've gone to this Red Robin and I...    5.0
597    "Went here with my wife after a movie, found i...    4.0
598    "High end seafood attached to a high end hotel...    5.0
599    "I've been to this location twice months apart...    3.0
600    "A delightful little bakery with fresh breads,...    5.0
601    "Service on point as usual and the food is ama...    5.0
602    "Waffling between three and four stars:  frien...    4.0
603    "If you know Brampton, sonny's is iconic. Long...    5.0
604    "I'm from out of town and my friends and I dec...    3.0
605    "First thing I noticed was the noise level, ve...    4.0
606    "Pretty average, overpriced chophouse/grill. t...    3.0
607    "I was in town to play a Video Poker Tournamen...    4.0
608    "We have eaten here twice now. The food was pr...    1.0
609    "So we are new to the area and this is the fir...    4.0
610    "So we have been trying to get to Zinburger fo...    4.0
611    "I popped in here for a quick bite cause who's...    4.0
612    "I went here with my boyfriend last night. The...    4.0
613    "The color scheme and music representative of ...    4.0
614    "First off, I love that this place is open lat...    4.0
615    "My husband and I recently moved to the east v...    4.0
616    "Terrible! This is what you call Mexican??? No...    1.0
617    "I am over the moon about this place! I've bee...    5.0
618    "Amazing dumplings served fresh. Try the affor...    5.0
619    "Seriously fresh, nutritious, delicious fast f...    5.0
620    "This tiny little place, a little off the beat...    4.0
621    "Each time I have gone in, the service has jus...    5.0
622    "I love this place!  We eat here every time we...    5.0
623    "This is an amazing place, and the manager has...    5.0
624    "Stopped here on a business trip to Charlotte....    5.0
625    "My family had lunch at Firehouse Subs today f...    5.0
626    "a decent place for kbbq. give chako a try if ...    4.0
627    "I usually don't do fast food places like Burg...    4.0
628    "Worst bowl of tortilla soup EVER.  Smallest, ...    1.0
629    "Damn this place was busy when I went there. ....    4.0
630    "Ingrédients de très bonnes qualités, le burge...    4.0
631    "Arguably the best tasting Greek food in Phoen...    5.0
632    "i didn't experience problems when i came to t...    4.0
633    "Surprisingly very good. Their prices are grea...    4.0
634    "Been going here more regularly now...and i lo...    5.0
635    "While the decor was amazing as well as the be...    5.0
636    "Very cozy and excellent foods!! Their rolls, ...    4.0
637    "They have a great variety of gluten free food...    5.0
638    "Seemed nice... But just ok. Very loud. The si...    3.0
639    "Every time we visit Las Vegas this has been o...    5.0
640    "I come to this place for breakfast very often...    3.0
641    "Don't get me wrong, this is actually a great ...    4.0
642    "The food and service was great . The meat sau...    4.0
643    "Way too pricey!!! Not at all LA style pastram...    5.0
644    "Walking over to Japango on a Saturday afterno...    5.0
645    "I was able to speak with Dan about my double ...    4.0
646    "The Sunday brunch is so delicious. During the...    4.0
647    "Been here 3 times. Horrible flavorless tomato...    1.0
648    "Great food, great people friendly, clean plac...    5.0
649    "I've been to the Bachanal before and enjoyed ...    4.0
650    "A lovely classical appearance. Very good serv...    5.0
651    "Just got back from brunch at this place.  It ...    5.0
652    "Ordered a pizza from this place using grubHub...    1.0
653    "This place was pretty bad. Low budget food at...    1.0
654    "I highly suggest eating in this cafe/restaura...    5.0
655    "Best ramen on Baldwin street! . . But I'm get...    5.0
656    "I'm surprised at the number of positive revie...    5.0
657    "This is one of my favorite places! We buy the...    5.0
658    "My favourite taco joint in the city. Best pat...    5.0
659    "Amazing! We walked in the door and the aroma ...    5.0
660    "Love this place! Although they get really rea...    4.0
661    "I don't think I've ever had Polish food befor...    4.0
662    "Very good pizza! I asked for extra mushrooms ...    5.0
663    "Yes the decor is ghetto but I expect that fro...    5.0
664    "An amazing gem in this city! I absolutely lov...    5.0
665    "I LOVE Gabes! I eat here at least once a week...    5.0
666    "Love the coffee here, no matter what I have, ...    5.0
667    "The server was adorable and tried her best to...    5.0
668    "If you like really sweet sugary sauce then th...    1.0
669    "Phenomenal place, waiter had great suggestion...    5.0
670    "I like this place a lot.. Mostly have ordered...    5.0
671    "Had Christmas dinner here and it was pretty g...    3.0
672    "If you're going here to watch football on gam...    1.0
673    "I first came to this restaurant about 7 years...    5.0
674    "I got the chicken katsu and it was very good....    4.0
675    "Most unique ice cream flavors! The pine-nut i...    5.0
676    "This place provides you with a great service ...    5.0
677    "The service was great and the food was so del...    5.0
678    "Spinato's is my favorite pizza place in all o...    4.0
679    "Ordered take-out, so can't comment on the atm...    4.0
680    "Gotta love Chick Fil A! The staff at this par...    5.0
681    "Awesome little breakfast place. My boyfriend ...    5.0
682    "I can't even believe this place.  Found it on...    4.0
683    "Great 80s music with live band on Sat night, ...    5.0
684    "Really disappointed in how they are putting t...    5.0
685    "For $32.00 dollars a person you would expect ...    1.0
686    "Great bahnmi. Vegetarian marinated tofu, or B...    5.0
687    "-- My First Impression --. . This is the 3rd ...    4.0
688    "This place is amazing!  . Nice people, and gr...    5.0
689    "Great food and great service. The place is ne...    5.0
690    "Bistro on Main is, by far the best restaurant...    5.0
691    "This was really an excellent meal.  I went to...    4.0
692    "Ambiance: 3. B spot has some great outdoor pi...    4.0
693    "The steak was perfect. Had the New York Strip...    5.0
694    "I was here for a lunch buffet. It was 13 buck...    4.0
695    "My local Pizza Express is amazing! Staff are ...    5.0
696    "So 3 co-workers and I ordered Otto's on Grabb...    4.0
697    "While this restaurant looks like a hole in th...    4.0
698    "Yum yum yum!! Love this buffet. I personally ...    5.0
699    "Was here for the weekend and we were starving...    4.0
700    "McAlister's Deli has now opened in Uptown Cha...    4.0
701    "Small German bread shop that carries breads, ...    4.0
702    "My company always books our departmental Chri...    5.0
703    "Absolut das beste Sushi von Stuttgart! Nachde...    5.0
